date,os,visits
3/2/2022,Linux,168
3/2/2022,iOS,162
3/2/2022,(not set),160
3/2/2022,Linux,158
3/2/2022,(not set),154
3/2/2022,(not set),149
3/2/2022,BlackBerry,143
3/2/2022,(not set),142
3/2/2022,(not set),140
3/2/2022,Samsung,139
3/2/2022,Windows,138
3/2/2022,Macintosh,132
3/2/2022,OpenBSD,127
3/2/2022,(not set),111
3/2/2022,Macintosh,110
3/2/2022,NetBSD,106
3/2/2022,Macintosh,106
3/2/2022,(not set),106
3/2/2022,Windows,98
3/2/2022,iOS,89
3/2/2022,(not set),84
3/2/2022,Android,84
3/2/2022,(not set),82
3/2/2022,Sony,77
3/2/2022,(not set),72
3/2/2022,Linux,72
3/2/2022,Windows,71
3/2/2022,iOS,66
3/2/2022,SymbianOS,66
3/2/2022,(not set),64
3/2/2022,FreeBSD,63
3/2/2022,NetBSD,61
3/2/2022,OpenBSD,61
3/2/2022,(not set),59
3/2/2022,(not set),59
3/2/2022,(not set),58
3/2/2022,Playstation 3,56
3/2/2022,iOS,54
3/2/2022,iOS,53
3/2/2022,Macintosh,53
3/2/2022,Linux,53
3/2/2022,(not set),49
3/2/2022,(not set),48
3/2/2022,Windows,48
3/2/2022,iOS,43
3/2/2022,Android,42
3/2/2022,SunOS,41
3/2/2022,(not set),40
3/2/2022,Android,39
3/2/2022,(not set),38
3/2/2022,iOS,35
3/2/2022,(not set),34
3/2/2022,Android,34
3/2/2022,Android,34
3/2/2022,Android,33
3/2/2022,(not set),32
3/2/2022,iOS,32
3/2/2022,Linux,31
3/2/2022,(not set),30
3/2/2022,(not set),30
3/2/2022,Macintosh,30
3/2/2022,(not set),29
3/2/2022,(not set),29
3/2/2022,OS/2,29
3/2/2022,(not set),26
3/2/2022,SymbianOS,26
3/2/2022,Linux,26
3/2/2022,(not set),26
3/2/2022,Linux,25
3/2/2022,(not set),25
3/2/2022,Android,25
3/2/2022,Tizen,24
3/2/2022,Windows,24
3/2/2022,Macintosh,24
3/2/2022,Linux,23
3/2/2022,(not set),23
3/2/2022,(not set),23
3/2/2022,Android,23
3/2/2022,(not set),22
3/2/2022,iOS,22
3/2/2022,(not set),21
3/2/2022,(not set),21
3/2/2022,Android,20
3/2/2022,(not set),20
3/2/2022,iOS,19
3/2/2022,(not set),19
3/2/2022,(not set),19
3/2/2022,(not set),19
3/2/2022,(not set),19
3/2/2022,SymbianOS,19
3/2/2022,(not set),18
3/2/2022,(not set),18
3/2/2022,(not set),18
3/2/2022,PalmOS,17
3/2/2022,Linux,17
3/2/2022,SymbianOS,17
3/2/2022,(not set),17
3/2/2022,OS/2,16
3/2/2022,(not set),16
3/2/2022,iOS,16
3/2/2022,(not set),16
3/2/2022,Linux,15
3/2/2022,Nintendo WiiU,15
3/2/2022,Nokia,15
3/2/2022,SymbianOS,15
3/2/2022,(not set),15
3/2/2022,Windows,14
3/2/2022,Android,14
3/2/2022,(not set),14
3/2/2022,(not set),14
3/2/2022,iOS,13
3/2/2022,Macintosh,13
3/2/2022,NetBSD,13
3/2/2022,Android,13
3/2/2022,Windows,13
3/2/2022,Playstation Portable,13
3/2/2022,(not set),13
3/2/2022,(not set),12
3/2/2022,Linux,12
3/2/2022,Windows,12
3/2/2022,iOS,12
3/2/2022,SymbianOS,12
3/2/2022,(not set),12
3/2/2022,iOS,12
3/2/2022,Nintendo Wii,12
3/2/2022,SunOS,12
3/2/2022,Android,11
3/2/2022,SunOS,11
3/2/2022,Nintendo 3DS,11
3/2/2022,BlackBerry,11
3/2/2022,Tizen,11
3/2/2022,FreeBSD,11
3/3/2022,iOS,19379901
3/3/2022,Windows,15987268
3/3/2022,Android,11133285
3/3/2022,Windows,5068635
3/3/2022,Macintosh,3735179
3/3/2022,Macintosh,3039718
3/3/2022,iOS,1784623
3/3/2022,Chrome OS,1385401
3/3/2022,Windows,1344990
3/3/2022,Android,1214136
3/3/2022,iOS,692909
3/3/2022,Windows,686589
3/3/2022,Android,629241
3/3/2022,Linux,441216
3/3/2022,Macintosh,250876
3/3/2022,iOS,167138
3/3/2022,Windows,115274
3/3/2022,Android,102170
3/3/2022,Android,100855
3/3/2022,Linux,93367
3/3/2022,(not set),66889
3/3/2022,(not set),64440
3/3/2022,Android,49379
3/3/2022,iOS,38171
3/3/2022,Linux,29506
3/3/2022,Macintosh,24926
3/3/2022,Macintosh,17542
3/3/2022,Android,17513
3/3/2022,Android,14130
3/3/2022,Windows,11683
3/3/2022,Linux,10057
3/3/2022,(not set),10002
3/3/2022,Macintosh,8914
3/3/2022,(not set),7527
3/3/2022,Windows,5920
3/3/2022,Windows,5619
3/3/2022,(not set),5333
3/3/2022,Linux,4363
3/3/2022,Android,3826
3/3/2022,Android,3470
3/3/2022,(not set),2497
3/3/2022,Tizen,2279
3/3/2022,Linux,2100
3/3/2022,(not set),2010
3/3/2022,Linux,1883
3/3/2022,Android,1869
3/3/2022,iOS,1840
3/3/2022,(not set),1825
3/3/2022,OS/2,1701
3/3/2022,iOS,1411
3/3/2022,iOS,1309
3/3/2022,Playstation 4,1102
3/3/2022,(not set),985
3/3/2022,(not set),938
3/3/2022,BlackBerry,873
3/3/2022,Android,759
3/3/2022,(not set),720
3/3/2022,Windows,713
3/3/2022,(not set),697
3/3/2022,Android,639
3/3/2022,Windows,637
3/3/2022,(not set),540
3/3/2022,iOS,538
3/3/2022,Windows,488
3/3/2022,(not set),458
3/3/2022,(not set),437
3/3/2022,Windows Phone,416
3/3/2022,(not set),395
3/3/2022,Firefox OS,387
3/3/2022,Macintosh,385
3/3/2022,(not set),373
3/3/2022,iOS,353
3/3/2022,(not set),353
3/3/2022,(not set),350
3/3/2022,iOS,341
3/3/2022,iOS,305
3/3/2022,FreeBSD,301
3/3/2022,(not set),271
3/3/2022,Linux,269
3/3/2022,(not set),252
3/3/2022,iOS,251
3/3/2022,Linux,250
3/3/2022,Android,245
3/3/2022,(not set),244
3/3/2022,(not set),229
3/3/2022,(not set),227
3/3/2022,UNIX,224
3/3/2022,iOS,212
3/3/2022,(not set),203
3/3/2022,(not set),196
3/3/2022,Android,192
3/3/2022,Linux,191
3/3/2022,Windows,191
3/3/2022,Windows Phone,188
3/3/2022,Android,182
3/3/2022,Xbox,179
3/3/2022,OpenBSD,167
3/3/2022,(not set),163
3/3/2022,BlackBerry,156
3/3/2022,(not set),155
3/3/2022,(not set),153
3/3/2022,(not set),152
3/3/2022,iOS,151
3/3/2022,Windows,150
3/3/2022,(not set),136
3/3/2022,Macintosh,123
3/3/2022,Samsung,121
3/3/2022,Macintosh,120
3/3/2022,(not set),119
3/3/2022,NetBSD,119
3/3/2022,(not set),119
3/3/2022,(not set),115
3/3/2022,Windows,114
3/3/2022,(not set),104
3/3/2022,Macintosh,102
3/3/2022,(not set),99
3/3/2022,iOS,95
3/3/2022,Linux,89
3/3/2022,SymbianOS,88
3/3/2022,Android,79
3/3/2022,Windows,77
3/3/2022,Macintosh,75
3/3/2022,Windows,73
3/3/2022,Sony,72
3/3/2022,(not set),72
3/3/2022,(not set),71
3/3/2022,iOS,67
3/3/2022,Playstation 3,67
3/3/2022,Linux,65
3/3/2022,FreeBSD,62
3/3/2022,iOS,62
3/3/2022,(not set),62
3/3/2022,NetBSD,61
3/3/2022,(not set),61
3/3/2022,iOS,57
3/3/2022,OpenBSD,56
3/3/2022,(not set),52
3/3/2022,iOS,51
3/3/2022,Android,50
3/3/2022,(not set),49
3/3/2022,iOS,48
3/3/2022,(not set),47
3/3/2022,SunOS,46
3/3/2022,(not set),45
3/3/2022,(not set),44
3/3/2022,(not set),43
3/3/2022,Linux,37
3/3/2022,Android,37
3/3/2022,Playstation Vita,36
3/3/2022,(not set),34
3/3/2022,Android,32
3/3/2022,Windows,31
3/3/2022,SymbianOS,30
3/3/2022,Android,30
3/3/2022,Linux,30
3/3/2022,iOS,30
3/3/2022,Android,29
3/3/2022,(not set),29
3/3/2022,Windows,27
3/3/2022,Windows,27
3/3/2022,iOS,26
3/3/2022,(not set),26
3/3/2022,Linux,26
3/3/2022,(not set),25
3/3/2022,(not set),25
3/3/2022,iOS,25
3/3/2022,Macintosh,24
3/3/2022,Nintendo 3DS,24
3/3/2022,Android,24
3/3/2022,(not set),23
3/3/2022,(not set),22
3/3/2022,Nokia,22
3/3/2022,Tizen,21
3/3/2022,(not set),21
3/3/2022,SymbianOS,21
3/3/2022,(not set),21
3/3/2022,(not set),21
3/3/2022,iOS,20
3/3/2022,(not set),20
3/3/2022,iOS,20
3/3/2022,(not set),20
3/3/2022,(not set),20
3/3/2022,(not set),20
3/3/2022,OS/2,20
3/3/2022,(not set),19
3/3/2022,(not set),19
3/3/2022,(not set),18
3/3/2022,(not set),18
3/3/2022,Linux,17
3/3/2022,Android,17
3/3/2022,(not set),16
3/3/2022,Linux,16
3/3/2022,(not set),15
3/3/2022,(not set),15
3/3/2022,(not set),14
3/3/2022,Linux,14
3/3/2022,Linux,14
3/3/2022,(not set),14
3/3/2022,(not set),14
3/3/2022,(not set),13
3/3/2022,(not set),13
3/3/2022,BeOS,13
3/3/2022,PalmOS,13
3/3/2022,SunOS,13
3/3/2022,(not set),13
3/3/2022,iOS,12
3/3/2022,Nokia,12
3/3/2022,Android,12
3/3/2022,BlackBerry,12
3/3/2022,(not set),12
3/3/2022,Tizen,12
3/3/2022,PalmOS,11
3/3/2022,(not set),11
3/3/2022,(not set),11
3/3/2022,(not set),11
3/3/2022,SymbianOS,11
3/3/2022,BlackBerry,11
3/3/2022,(not set),11
3/3/2022,Macintosh,11
3/4/2022,iOS,18158405
3/4/2022,Windows,13670581
3/4/2022,Android,10459479
3/4/2022,Windows,4370084
3/4/2022,Macintosh,3302688
3/4/2022,Macintosh,2530355
3/4/2022,iOS,1681958
3/4/2022,Windows,1194227
3/4/2022,Android,1146890
3/4/2022,Chrome OS,1140084
3/4/2022,iOS,642661
3/4/2022,Windows,578048
3/4/2022,Android,574939
3/4/2022,Linux,419632
3/4/2022,Macintosh,224335
3/4/2022,iOS,155854
3/4/2022,Windows,103038
3/4/2022,Android,99937
3/4/2022,Android,98856
3/4/2022,Linux,90881
3/4/2022,(not set),61479
3/4/2022,Android,43715
3/4/2022,iOS,36557
3/4/2022,(not set),33386
3/4/2022,Linux,27625
3/4/2022,Macintosh,22741
3/4/2022,Android,15498
3/4/2022,Macintosh,15058
3/4/2022,Android,14014
3/4/2022,Linux,10948
3/4/2022,Windows,10722
3/4/2022,(not set),9975
3/4/2022,Macintosh,7972
3/4/2022,(not set),7564
3/4/2022,Windows,5531
3/4/2022,Windows,5111
3/4/2022,(not set),5039
3/4/2022,Linux,4129
3/4/2022,Android,3381
3/4/2022,(not set),2532
3/4/2022,Android,2382
3/4/2022,Tizen,2093
3/4/2022,Windows,2067
3/4/2022,(not set),2016
3/4/2022,Linux,1956
3/4/2022,Linux,1921
3/4/2022,(not set),1804
3/4/2022,Android,1706
3/4/2022,OS/2,1573
3/4/2022,iOS,1282
3/4/2022,iOS,1187
3/4/2022,(not set),1001
3/4/2022,(not set),963
3/4/2022,(not set),929
3/4/2022,iOS,858
3/4/2022,Playstation 4,808
3/4/2022,BlackBerry,802
3/4/2022,Windows,733
3/4/2022,(not set),719
3/4/2022,(not set),701
3/4/2022,Android,697
3/4/2022,Windows,631
3/4/2022,Linux,614
3/4/2022,(not set),554
3/4/2022,Android,533
3/4/2022,iOS,522
3/4/2022,Windows Phone,444
3/4/2022,(not set),429
3/4/2022,(not set),362
3/4/2022,Macintosh,336
3/4/2022,Firefox OS,334
3/4/2022,(not set),333
3/4/2022,iOS,322
3/4/2022,(not set),316
3/4/2022,iOS,313
3/4/2022,(not set),312
3/4/2022,FreeBSD,311
3/4/2022,iOS,303
3/4/2022,(not set),261
3/4/2022,Linux,254
3/4/2022,(not set),252
3/4/2022,iOS,243
3/4/2022,Android,229
3/4/2022,Windows Phone,212
3/4/2022,UNIX,193
3/4/2022,Linux,190
3/4/2022,Windows,186
3/4/2022,iOS,174
3/4/2022,Android,173
3/4/2022,(not set),169
3/4/2022,(not set),169
3/4/2022,BlackBerry,163
3/4/2022,OpenBSD,159
3/4/2022,Xbox,155
3/4/2022,(not set),155
3/4/2022,(not set),146
3/4/2022,Android,145
3/4/2022,(not set),140
3/4/2022,iOS,128
3/4/2022,(not set),127
3/4/2022,NetBSD,124
3/4/2022,(not set),122
3/4/2022,Samsung,119
3/4/2022,Macintosh,117
3/4/2022,Macintosh,115
3/4/2022,(not set),112
3/4/2022,Windows,112
3/4/2022,(not set),111
3/4/2022,(not set),104
3/4/2022,Windows,103
3/4/2022,(not set),97
3/4/2022,SymbianOS,96
3/4/2022,Playstation 3,95
3/4/2022,(not set),92
3/4/2022,Tizen,86
3/4/2022,Linux,83
3/4/2022,Sony,83
3/4/2022,NetBSD,79
3/4/2022,Linux,79
3/4/2022,(not set),76
3/4/2022,iOS,75
3/4/2022,Android,73
3/4/2022,Macintosh,72
3/4/2022,OpenBSD,69
3/4/2022,Windows,69
3/4/2022,iOS,67
3/4/2022,(not set),65
3/4/2022,(not set),62
3/4/2022,Windows,59
3/4/2022,iOS,58
3/4/2022,FreeBSD,57
3/4/2022,(not set),53
3/4/2022,SunOS,50
3/4/2022,Android,47
3/4/2022,iOS,43
3/4/2022,Nintendo 3DS,41
3/4/2022,(not set),40
3/4/2022,(not set),39
3/4/2022,(not set),39
3/4/2022,OS/2,38
3/4/2022,Linux,37
3/4/2022,(not set),37
3/4/2022,(not set),36
3/4/2022,(not set),35
3/4/2022,(not set),35
3/4/2022,Macintosh,35
3/4/2022,SymbianOS,33
3/4/2022,iOS,33
3/4/2022,(not set),32
3/4/2022,iOS,31
3/4/2022,iOS,30
3/4/2022,(not set),30
3/4/2022,(not set),30
3/4/2022,Linux,29
3/4/2022,Android,29
3/4/2022,(not set),28
3/4/2022,Linux,27
3/4/2022,Android,27
3/4/2022,(not set),27
3/4/2022,(not set),27
3/4/2022,Android,26
3/4/2022,SymbianOS,26
3/4/2022,(not set),25
3/4/2022,Macintosh,25
3/4/2022,Linux,24
3/4/2022,(not set),24
3/4/2022,iOS,24
3/4/2022,(not set),23
3/4/2022,Nokia,23
3/4/2022,Android,23
3/4/2022,(not set),22
3/4/2022,(not set),22
3/4/2022,(not set),21
3/4/2022,(not set),21
3/4/2022,Windows,21
3/4/2022,(not set),21
3/4/2022,Linux,20
3/4/2022,(not set),20
3/4/2022,Android,19
3/4/2022,Android,19
3/4/2022,(not set),18
3/4/2022,Android,18
3/4/2022,(not set),18
3/4/2022,(not set),18
3/4/2022,OS/2,18
3/4/2022,(not set),16
3/4/2022,Windows,16
3/4/2022,(not set),16
3/4/2022,iOS,15
3/4/2022,(not set),15
3/4/2022,(not set),15
3/4/2022,(not set),15
3/4/2022,(not set),15
3/4/2022,(not set),15
3/4/2022,iOS,14
3/4/2022,Windows,14
3/4/2022,(not set),14
3/4/2022,(not set),14
3/4/2022,Windows,13
3/4/2022,Nokia,13
3/4/2022,SymbianOS,13
3/4/2022,Android,13
3/4/2022,Macintosh,13
3/4/2022,Macintosh,12
3/4/2022,(not set),12
3/4/2022,Linux,12
3/4/2022,Nintendo WiiU,12
3/4/2022,Playstation Vita,12
3/4/2022,(not set),12
3/4/2022,(not set),12
3/4/2022,(not set),12
3/4/2022,iOS,12
3/4/2022,(not set),11
3/4/2022,(not set),11
3/4/2022,(not set),11
3/4/2022,(not set),11
3/4/2022,Android,11
3/4/2022,SymbianOS,11
3/4/2022,(not set),11
3/4/2022,Tizen,11
3/4/2022,Sony,11
3/4/2022,(not set),11
3/4/2022,(not set),11
3/5/2022,iOS,15215833
3/5/2022,Android,9026435
3/5/2022,Windows,6813276
3/5/2022,Macintosh,2593623
3/5/2022,Windows,2132833
3/5/2022,Macintosh,1607059
3/5/2022,iOS,1440387
3/5/2022,Android,976531
3/5/2022,Windows,719035
3/5/2022,iOS,645809
3/5/2022,Android,495463
3/5/2022,Linux,389572
3/5/2022,Chrome OS,379374
3/5/2022,Windows,159955
3/5/2022,Macintosh,151686
3/5/2022,iOS,128596
3/5/2022,Android,97824
3/5/2022,Android,91920
3/5/2022,Windows,83138
3/5/2022,Linux,61594
3/5/2022,(not set),48750
3/5/2022,Android,39980
3/5/2022,iOS,29973
3/5/2022,Linux,25845
3/5/2022,Macintosh,18782
3/5/2022,Android,15274
3/5/2022,Android,11793
3/5/2022,Linux,10112
3/5/2022,(not set),9970
3/5/2022,Macintosh,9514
3/5/2022,Windows,8638
3/5/2022,(not set),7480
3/5/2022,Macintosh,5920
3/5/2022,(not set),4685
3/5/2022,(not set),4162
3/5/2022,Windows,4142
3/5/2022,Linux,3961
3/5/2022,Android,3162
3/5/2022,(not set),2629
3/5/2022,Android,2137
3/5/2022,Tizen,2094
3/5/2022,(not set),2044
3/5/2022,(not set),2012
3/5/2022,Windows,2002
3/5/2022,Linux,1900
3/5/2022,Windows,1894
3/5/2022,Android,1798
3/5/2022,Linux,1762
3/5/2022,OS/2,1634
3/5/2022,iOS,1069
3/5/2022,Windows,1010
3/5/2022,(not set),932
3/5/2022,iOS,932
3/5/2022,Playstation 4,859
3/5/2022,(not set),852
3/5/2022,BlackBerry,822
3/5/2022,(not set),720
3/5/2022,(not set),696
3/5/2022,Android,663
3/5/2022,Android,626
3/5/2022,Windows,584
3/5/2022,iOS,566
3/5/2022,(not set),551
3/5/2022,Windows Phone,458
3/5/2022,iOS,444
3/5/2022,(not set),434
3/5/2022,Firefox OS,330
3/5/2022,Macintosh,308
3/5/2022,Linux,294
3/5/2022,FreeBSD,274
3/5/2022,(not set),266
3/5/2022,iOS,266
3/5/2022,(not set),252
3/5/2022,(not set),252
3/5/2022,iOS,245
3/5/2022,iOS,243
3/5/2022,iOS,240
3/5/2022,Xbox,237
3/5/2022,UNIX,222
3/5/2022,(not set),203
3/5/2022,Windows Phone,197
3/5/2022,(not set),182
3/5/2022,Android,181
3/5/2022,BlackBerry,173
3/5/2022,(not set),172
3/5/2022,Playstation 3,164
3/5/2022,(not set),161
3/5/2022,Windows,159
3/5/2022,Android,155
3/5/2022,(not set),155
3/5/2022,OpenBSD,149
3/5/2022,Linux,142
3/5/2022,Linux,125
3/5/2022,Android,125
3/5/2022,Macintosh,123
3/5/2022,Samsung,121
3/5/2022,iOS,120
3/5/2022,Macintosh,119
3/5/2022,NetBSD,116
3/5/2022,Macintosh,113
3/5/2022,(not set),107
3/5/2022,Windows,105
3/5/2022,(not set),103
3/5/2022,(not set),102
3/5/2022,iOS,95
3/5/2022,(not set),91
3/5/2022,Sony,81
3/5/2022,(not set),79
3/5/2022,SymbianOS,76
3/5/2022,(not set),75
3/5/2022,Windows,74
3/5/2022,Windows,73
3/5/2022,iOS,71
3/5/2022,NetBSD,70
3/5/2022,iOS,65
3/5/2022,OpenBSD,64
3/5/2022,Windows,60
3/5/2022,(not set),58
3/5/2022,Linux,57
3/5/2022,(not set),57
3/5/2022,Android,55
3/5/2022,SunOS,54
3/5/2022,Linux,54
3/5/2022,(not set),53
3/5/2022,(not set),51
3/5/2022,Linux,50
3/5/2022,iOS,49
3/5/2022,FreeBSD,46
3/5/2022,(not set),43
3/5/2022,(not set),43
3/5/2022,Android,42
3/5/2022,Android,41
3/5/2022,(not set),41
3/5/2022,Tizen,39
3/5/2022,Nintendo 3DS,39
3/5/2022,SymbianOS,35
3/5/2022,Android,35
3/5/2022,(not set),34
3/5/2022,(not set),34
3/5/2022,Linux,33
3/5/2022,Android,33
3/5/2022,iOS,32
3/5/2022,(not set),31
3/5/2022,Android,31
3/5/2022,iOS,30
3/5/2022,iOS,28
3/5/2022,OS/2,27
3/5/2022,Linux,24
3/5/2022,iOS,23
3/5/2022,(not set),23
3/5/2022,iOS,23
3/5/2022,iOS,22
3/5/2022,Macintosh,22
3/5/2022,(not set),22
3/5/2022,(not set),22
3/5/2022,SymbianOS,22
3/5/2022,(not set),21
3/5/2022,(not set),21
3/5/2022,Windows,21
3/5/2022,Samsung,21
3/5/2022,(not set),21
3/5/2022,Nokia,21
3/5/2022,(not set),20
3/5/2022,(not set),19
3/5/2022,PalmOS,19
3/5/2022,Linux,19
3/5/2022,iOS,19
3/5/2022,Macintosh,19
3/5/2022,Linux,18
3/5/2022,(not set),18
3/5/2022,(not set),18
3/5/2022,(not set),18
3/5/2022,(not set),18
3/5/2022,Android,18
3/5/2022,SymbianOS,17
3/5/2022,iOS,17
3/5/2022,(not set),16
3/5/2022,(not set),15
3/5/2022,(not set),15
3/5/2022,(not set),15
3/5/2022,iOS,15
3/5/2022,BlackBerry,14
3/5/2022,(not set),14
3/5/2022,(not set),14
3/5/2022,(not set),14
3/5/2022,Windows,14
3/5/2022,Tizen,14
3/5/2022,FreeBSD,14
3/5/2022,(not set),14
3/5/2022,(not set),13
3/5/2022,(not set),13
3/5/2022,Nokia,13
3/5/2022,Android,13
3/5/2022,BlackBerry,13
3/5/2022,Playstation Vita,13
3/5/2022,(not set),12
3/5/2022,(not set),12
3/5/2022,SymbianOS,12
3/5/2022,(not set),12
3/5/2022,(not set),12
3/5/2022,(not set),12
3/5/2022,iOS,11
3/5/2022,(not set),11
3/5/2022,Macintosh,11
3/5/2022,Nintendo WiiU,11
3/5/2022,Nokia,11
3/5/2022,(not set),11
3/5/2022,(not set),11
3/5/2022,Samsung,11
3/5/2022,OS/2,11
3/5/2022,Sony,11
3/5/2022,(not set),11
3/6/2022,iOS,13230841
3/6/2022,Android,8296745
3/6/2022,Windows,7453451
3/6/2022,Macintosh,2772988
3/6/2022,Windows,2290949
3/6/2022,Macintosh,1989585
3/6/2022,iOS,1306873
3/6/2022,Android,829777
3/6/2022,Windows,739370
3/6/2022,iOS,550758
3/6/2022,Android,461425
3/6/2022,Chrome OS,448946
3/6/2022,Linux,446884
3/6/2022,Macintosh,164536
3/6/2022,Windows,146521
3/6/2022,iOS,112861
3/6/2022,Windows,92603
3/6/2022,Android,90788
3/6/2022,Android,81082
3/6/2022,Linux,64956
3/6/2022,(not set),59707
3/6/2022,Android,42833
3/6/2022,(not set),34584
3/6/2022,Linux,24846
3/6/2022,Macintosh,19285
3/6/2022,iOS,17170
3/6/2022,Android,15971
3/6/2022,Macintosh,11140
3/6/2022,Windows,10398
3/6/2022,(not set),9975
3/6/2022,Linux,8825
3/6/2022,Windows,8315
3/6/2022,(not set),7481
3/6/2022,Android,6952
3/6/2022,Macintosh,6446
3/6/2022,(not set),4905
3/6/2022,Windows,4701
3/6/2022,Linux,3713
3/6/2022,Android,3530
3/6/2022,(not set),2611
3/6/2022,Windows,2440
3/6/2022,Android,2256
3/6/2022,Tizen,2153
3/6/2022,(not set),2016
3/6/2022,Linux,1876
3/6/2022,Android,1812
3/6/2022,Linux,1714
3/6/2022,OS/2,1607
3/6/2022,iOS,1077
3/6/2022,iOS,1016
3/6/2022,(not set),926
3/6/2022,Playstation 4,839
3/6/2022,BlackBerry,827
3/6/2022,(not set),773
3/6/2022,(not set),720
3/6/2022,(not set),699
3/6/2022,Android,600
3/6/2022,Android,570
3/6/2022,(not set),564
3/6/2022,Windows,523
3/6/2022,iOS,462
3/6/2022,Windows Phone,457
3/6/2022,Windows,448
3/6/2022,(not set),431
3/6/2022,Firefox OS,377
3/6/2022,iOS,374
3/6/2022,iOS,330
3/6/2022,(not set),315
3/6/2022,(not set),308
3/6/2022,Linux,306
3/6/2022,iOS,290
3/6/2022,(not set),284
3/6/2022,Macintosh,281
3/6/2022,FreeBSD,273
3/6/2022,iOS,256
3/6/2022,(not set),251
3/6/2022,(not set),238
3/6/2022,Playstation 3,225
3/6/2022,iOS,223
3/6/2022,UNIX,217
3/6/2022,Xbox,207
3/6/2022,Android,197
3/6/2022,Linux,194
3/6/2022,Windows Phone,193
3/6/2022,(not set),179
3/6/2022,iOS,174
3/6/2022,(not set),165
3/6/2022,Android,161
3/6/2022,Windows,161
3/6/2022,(not set),161
3/6/2022,BlackBerry,158
3/6/2022,iOS,156
3/6/2022,OpenBSD,142
3/6/2022,iOS,142
3/6/2022,Linux,138
3/6/2022,Android,138
3/6/2022,Windows,135
3/6/2022,Macintosh,131
3/6/2022,NetBSD,121
3/6/2022,Samsung,117
3/6/2022,Macintosh,113
3/6/2022,(not set),112
3/6/2022,Windows,90
3/6/2022,(not set),88
3/6/2022,(not set),88
3/6/2022,iOS,87
3/6/2022,SymbianOS,87
3/6/2022,(not set),85
3/6/2022,Macintosh,85
3/6/2022,(not set),82
3/6/2022,(not set),82
3/6/2022,(not set),79
3/6/2022,Windows,77
3/6/2022,iOS,74
3/6/2022,Linux,69
3/6/2022,Windows,69
3/6/2022,(not set),65
3/6/2022,(not set),64
3/6/2022,(not set),64
3/6/2022,Android,64
3/6/2022,Sony,63
3/6/2022,(not set),60
3/6/2022,iOS,59
3/6/2022,Android,59
3/6/2022,(not set),53
3/6/2022,FreeBSD,50
3/6/2022,SunOS,49
3/6/2022,NetBSD,47
3/6/2022,OpenBSD,47
3/6/2022,Macintosh,43
3/6/2022,Linux,43
3/6/2022,(not set),42
3/6/2022,(not set),39
3/6/2022,Nintendo 3DS,39
3/6/2022,(not set),39
3/6/2022,Linux,39
3/6/2022,iOS,38
3/6/2022,(not set),38
3/6/2022,iOS,37
3/6/2022,Android,36
3/6/2022,Android,36
3/6/2022,Android,35
3/6/2022,(not set),35
3/6/2022,Linux,35
3/6/2022,OS/2,34
3/6/2022,iOS,33
3/6/2022,(not set),32
3/6/2022,(not set),31
3/6/2022,iOS,31
3/6/2022,(not set),29
3/6/2022,SymbianOS,28
3/6/2022,(not set),28
3/6/2022,Macintosh,28
3/6/2022,(not set),27
3/6/2022,iOS,26
3/6/2022,iOS,25
3/6/2022,iOS,24
3/6/2022,(not set),24
3/6/2022,iOS,23
3/6/2022,(not set),23
3/6/2022,iOS,22
3/6/2022,(not set),21
3/6/2022,(not set),21
3/6/2022,(not set),21
3/6/2022,Android,21
3/6/2022,Android,20
3/6/2022,Linux,20
3/6/2022,Macintosh,20
3/6/2022,(not set),19
3/6/2022,Playstation Vita,19
3/6/2022,iOS,18
3/6/2022,Windows,18
3/6/2022,(not set),18
3/6/2022,SymbianOS,18
3/6/2022,FreeBSD,18
3/6/2022,(not set),18
3/6/2022,Android,18
3/6/2022,Tizen,17
3/6/2022,SymbianOS,17
3/6/2022,Windows,16
3/6/2022,(not set),16
3/6/2022,(not set),15
3/6/2022,Linux,15
3/6/2022,Linux,15
3/6/2022,(not set),15
3/6/2022,Nintendo WiiU,15
3/6/2022,(not set),15
3/6/2022,Nokia,15
3/6/2022,iOS,15
3/6/2022,iOS,15
3/6/2022,PalmOS,14
3/6/2022,(not set),14
3/6/2022,Android,14
3/6/2022,SymbianOS,14
3/6/2022,(not set),14
3/6/2022,(not set),14
3/6/2022,(not set),14
3/6/2022,Macintosh,13
3/6/2022,(not set),13
3/6/2022,SunOS,13
3/6/2022,Nokia,13
3/6/2022,OS/2,13
3/6/2022,(not set),13
3/6/2022,(not set),12
3/6/2022,iOS,12
3/6/2022,Samsung,12
3/6/2022,IRIX,12
3/6/2022,Sony,12
3/6/2022,BlackBerry,11
3/6/2022,NetBSD,11
3/6/2022,NetBSD,11
3/6/2022,SymbianOS,11
3/6/2022,(not set),11
3/6/2022,(not set),11
3/6/2022,(not set),11
3/7/2022,iOS,20090302
3/7/2022,Windows,16992556
3/7/2022,Android,11392348
3/7/2022,Windows,5442074
3/7/2022,Macintosh,4044376
3/7/2022,Macintosh,3314993
3/7/2022,iOS,1835817
3/7/2022,Windows,1443502
3/7/2022,Chrome OS,1324488
3/7/2022,Android,1258703
3/7/2022,iOS,879617
3/7/2022,Windows,706254
3/7/2022,Android,701920
3/7/2022,Linux,429615
3/7/2022,Macintosh,276188
3/7/2022,Windows,119322
3/7/2022,Android,113190
3/7/2022,iOS,108339
3/7/2022,Android,104483
